user_id	epoch_0	epoch_1	epoch_2	epoch_3	epoch_4	epoch_5	epoch_6	epoch_7	epoch_8	epoch_9	epoch_10	epoch_11	epoch_12	epoch_13	epoch_14	epoch_15	epoch_16	epoch_17	epoch_18	epoch_19	epoch_20	epoch_21	epoch_22	epoch_23	epoch_24	epoch_25	epoch_26	epoch_27	epoch_28	epoch_29
4799	8886	8886	20248	8886	10369	8886	10369	8886	10369	8886	4222	8886	8886	8886	8886	10369	26420	8886	8886	7994	1808	20248	20248	8886	8886	8886	10369	4222	20248	10369
4800	3311	3311	3311	3311	3311	3311	398	3311	3311	3311	3311	3311	3311	17939	13670	25257	13670	398	398	398	398	398	398	3311	3311	3311	398	13670	3311	3311
4801	25406	14162	8946	8946	8946	8946	8946	8946	25406	14162	25406	1818	14162	23259	25406	8946	2398	25406	25406	25406	23259	14162	8946	8946	8946	25406	8946	25406	8946	14162
4802	16092	16092	16092	16092	16092	13519	16092	16092	16092	16092	16092	16092	13519	16092	13519	16092	27598	16092	16092	16092	16092	21994	21994	21994	4945	16092	13519	16092	4945	16092
4803	9708	9708	9708	9708	9708	9708	2315	9708	9708	2315	9254	2315	9254	9708	2315	9254	2315	9708	27048	9708	9708	2315	9708	9254	9254	9708	9708	9708	9254	9708
4804	23266	23266	23266	3155	23266	3155	3155	23266	3155	3155	3155	3155	23266	22501	3155	3155	3155	3155	3155	3155	3155	3155	23266	23266	23266	3155	19716	3155	3155	19716
4805	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	2927	12911	12911	12911	12911	12911	12911	12911	12911	12911
4806	21704	21704	17198	17198	17198	17198	17198	17198	17198	17198	17198	17198	17198	17198	17198	17198	17198	17198	17198	21029	17198	17198	17198	17198	17198	21704	17198	17198	17198	17198
4807	13490	16274	13490	13490	13490	13490	13490	13490	13490	13490	13490	16274	13490	13490	13490	13490	13490	16274	13490	13490	13490	13490	13490	13490	13490	5606	13490	13490	16274	13490
4808	23299	23299	23299	3311	23299	23299	23299	23299	23299	23299	3935	3935	23299	3311	18417	3935	23299	3311	3311	5032	3935	18417	3311	3935	3935	23299	3935	23299	3311	3311
4809	9708	9708	9708	9708	5470	9565	5470	5470	5470	5470	9565	9708	5470	9708	5470	9708	5470	9708	9565	5470	9708	5470	5470	5470	5470	9708	5470	9708	5470	9708
4810	3232	3232	6856	9725	9725	9725	12401	3232	3232	9725	12401	12401	14418	6856	14418	18674	21311	12401	7571	3232	9725	9725	3232	3232	18674	12401	12401	3232	9725	3232
4811	24616	19525	24616	6682	6682	19525	19525	7023	19525	7023	19525	19525	19525	6682	19525	19525	3710	19525	19525	19525	24616	24616	19525	19525	6682	19525	6682	19525	19525	6682
4812	6682	18171	14149	14149	6682	13519	14149	1777	20293	14149	16440	20293	6682	6682	2161	13519	16440	6682	14149	18171	1777	1777	18171	1777	6682	14149	14149	1777	6682	6682
4813	26020	26020	26020	26020	26020	26020	26020	26020	26020	26020	26020	23294	26020	26020	26020	26020	993	26020	26020	26020	26020	26020	26020	26020	993	26020	26020	26020	26020	26020
4814	8596	8596	8596	8596	8596	18171	8596	8596	8596	18171	23466	8596	8596	1777	8596	18171	18171	18171	18171	18171	14708	8596	8596	8596	8596	1777	8596	1777	1777	8596
4815	24422	14724	13703	14724	3935	14724	14724	10802	3935	24422	18644	24422	18644	13366	14724	3935	3935	14724	24422	3935	22503	24422	24422	14724	3935	3935	18644	18644	24422	3935
4816	7096	6917	6917	15246	24365	24365	24365	24365	7096	24365	24365	7096	15246	6917	7096	7096	7096	7096	15246	26208	24365	24365	24365	6917	7096	7096	7096	7096	24365	24365
4817	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	9725	4000	4000	4000	9725	4000	4000	4000	4000
4818	23299	23299	23299	23299	24164	23299	17656	23299	24164	24164	24164	24164	23299	24164	23299	23299	17656	24164	24164	23299	17656	24164	24164	23299	23299	24164	24164	24164	23299	24164
4819	16092	16092	16092	16092	16092	3155	16092	16092	16092	16092	16092	16092	16092	16092	16092	3155	16092	3155	16092	3155	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092
4820	23299	23299	23299	8886	8886	23299	23299	23299	8886	23299	8886	8886	23299	8886	23299	23299	23299	8886	8886	8886	7453	15633	23299	23299	23299	8886	23299	8886	8886	23299
4821	24164	24164	24164	24164	24164	24164	24164	24164	24164	24164	24164	24164	24164	20435	24164	24164	24164	24164	24164	24164	25488	24164	25488	24164	24164	8754	8754	8754	24164	8754
4822	21101	8048	21101	8048	21101	21101	2885	21101	21101	2885	8048	8048	2885	21101	21101	20224	26695	21101	21101	21101	8048	21101	8048	20224	21101	8048	21101	21101	8048	21101
4823	26020	26020	26020	26020	26020	26020	26020	26020	26020	26020	26020	26059	2606	2606	26020	26020	26020	26020	26020	26020	26020	26020	26020	2606	26020	26020	26020	26020	26020	26020
4824	11930	11930	11930	11930	13519	13519	11930	11930	11930	11930	25132	25132	18550	5618	18550	11930	21311	13519	11930	11930	23505	11930	13519	18550	18550	18550	18550	18550	11930	13519
4825	2606	13019	13019	13019	13019	13019	13019	13019	13019	2606	2606	14992	13019	13019	121	13019	14992	13019	14992	14992	13019	13019	121	13019	17825	2606	14992	14992	13019	3392
4826	26020	26020	26020	21994	26020	26020	5470	26020	26020	26020	21994	26020	26020	25809	26020	26020	21101	21994	26020	26020	21101	21994	25809	5470	21994	5470	21994	25809	5470	25809
4827	23672	23672	23672	23814	23814	23814	23814	23814	23814	23814	23814	21744	23814	16270	23814	23814	23672	23814	23814	23814	23814	23814	5566	23814	23814	23814	23814	23814	23814	23814
4828	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	9051	18481	455	4293	18481	18481	18481	455	455	455	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481
4829	926	926	926	926	926	926	926	926	926	926	926	926	926	14467	926	926	926	926	926	926	926	926	926	926	926	926	926	926	926	926
4830	8048	8048	8048	23179	8048	8048	8048	8048	8048	8048	8048	18580	18580	18580	18580	18580	8048	8048	18580	18580	25577	8048	8048	8048	18580	18580	8048	18580	18580	18580
4831	25210	25210	25210	25210	25210	25210	25210	19776	25210	13518	25210	25210	25210	19776	25210	25210	13518	13518	25210	25210	19776	25210	25210	25210	25210	25210	25210	25210	13518	25210
4832	12574	12574	12574	12574	20436	12574	12574	12574	20436	12574	20436	12574	12574	13013	12574	12574	12574	13013	12574	20436	20436	20436	20436	20436	20436	12574	12574	20436	12574	12574
4833	12143	20436	20436	12143	20436	20436	20436	20436	20436	20436	20436	20436	20436	20436	20436	20436	20436	20436	20436	12143	12143	20436	12143	20436	20436	12143	12143	12143	12143	12143
4834	23266	23266	23266	23266	23266	23266	23266	23266	23266	23266	23266	9167	23266	14418	23266	4074	23266	23266	23266	23266	9167	14418	23266	23266	23266	23266	14418	9167	14418	23266
4835	8048	8048	8048	8048	8048	8048	8048	8048	8048	8048	8048	8048	8048	22884	8048	8048	160	8048	8048	8048	8048	8048	8048	8048	8048	8048	8048	8048	8048	8048
4836	23989	23989	23989	23989	23989	23989	23989	6856	23989	23989	23989	23989	6856	6856	6856	23989	23989	6856	6856	6856	6856	23989	23989	23989	23989	23989	23989	23989	23989	23989
4837	2606	2606	2606	19885	2606	2606	4945	2606	19885	2606	19885	19885	2606	19885	2606	19885	18266	2606	19885	26705	2606	2606	19885	18550	4945	26705	26705	26705	26705	26705
4838	23227	20851	20851	21837	21837	20851	20851	20851	20851	20851	20851	20851	20851	20851	18338	20851	20851	20851	20851	20851	20851	20851	20851	23814	20851	20851	23814	20851	20851	20851
4839	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	11370	16092	16092	16092	16092
4840	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	13366	12911	12911	455	455	12911	12911	12911	12911	12911	12911	12911	12911	12911
4841	23299	9708	9708	23299	9708	23299	9708	9708	9708	9708	23299	23299	23299	9708	23299	23299	16914	9708	9708	23299	23299	23299	23299	9708	11370	11370	9708	23299	23299	23299
4842	15650	15650	15650	9275	15650	15650	15650	9275	15650	15650	15650	26695	9275	9275	15650	9275	15650	15650	15650	9275	8452	15650	15650	9275	9275	9275	15650	9275	9275	9275
4843	4710	22918	22918	22918	22918	20364	4710	4710	20364	4710	4710	4710	20364	22918	20364	20364	1818	20364	22918	22918	22918	1818	4710	22918	14878	20364	14878	4710	4710	4710
4844	15633	15633	15633	19182	19182	15633	15633	15633	15633	19182	19182	19182	15633	15633	15633	19182	19182	15633	19182	19182	14176	15633	15633	15633	19182	15633	15633	15633	19182	19182
4845	5384	5384	5384	5384	5384	19447	5384	19447	5384	5384	5384	19447	5384	5384	5384	5384	19447	8481	5384	8481	3297	5384	19447	5384	8481	19447	5384	5384	5384	5384
4846	23299	23299	23299	23299	23299	19525	19525	23299	19525	23299	7453	23299	23299	23299	19525	19525	7453	23299	19525	23299	18727	19525	19525	23299	19525	23299	19525	23299	23937	19525
4847	17656	17656	17656	17656	17656	4000	17656	7453	17656	7453	17656	14418	14418	17656	14418	14418	7453	7453	14418	18580	14410	14418	14418	14418	4000	17656	17656	17656	14418	17656
4848	3311	993	3311	3311	24164	13519	3311	24164	13519	13519	993	13519	13519	24164	3311	13519	3311	24164	3311	24164	3311	3311	3311	24164	993	3311	993	24164	24164	24164
4849	8886	8886	8886	8886	8886	8886	8886	8886	9947	9947	5841	6255	8886	9947	9947	8886	6255	8886	6255	16645	8886	9947	9947	10655	10655	8886	8886	8886	8886	8886
4850	19182	23671	27048	19182	19182	21025	19182	19182	23671	21025	19182	19182	21025	21025	23671	19182	21025	18042	27048	27048	21025	23671	23671	21025	21025	21025	21025	19182	13462	27048
4851	14040	16470	16470	16470	16470	16470	16470	14040	16470	16470	16470	24784	16470	16470	16470	19452	24784	24784	24784	16470	16470	19452	24784	12743	16470	14040	14040	14040	24784	16470
4852	14746	14746	14746	14746	4026	25453	14746	14746	14746	25453	25453	25453	25453	14746	26651	14746	14746	14746	14746	14746	14746	14746	4026	4026	4026	14746	4026	14746	14746	14746
4853	19814	6255	6255	6255	6255	6255	6255	6255	6255	6255	6255	6255	6255	6255	6255	6255	19814	6255	6255	6255	6255	6255	6255	6255	6255	6255	6255	6255	6255	6255
4854	18727	21994	5470	21994	18727	5470	21994	21994	5470	21994	21994	5470	5470	5470	5470	21994	18727	5470	5470	21994	21994	21994	5470	5470	21994	21994	5470	5470	5470	18727
4855	15314	15314	15314	15314	15314	15314	17476	1295	15314	15314	1295	15314	15314	1295	17476	17476	15314	15314	1295	15314	24296	1295	15314	15314	17476	1295	15314	15314	15314	1295
4856	23299	10186	23299	23299	23299	14724	23299	23299	10186	10186	23299	14724	14724	14724	14724	23299	14724	14724	14724	23299	14724	23299	14724	23299	14724	23299	10186	23299	23299	2161
4857	15314	15314	15314	15314	15314	15314	15314	15314	15314	15314	15314	15314	15314	15314	15314	15314	15314	15314	6577	6577	6577	20649	15314	15314	15314	8746	15314	15314	15314	15314
4858	25915	25915	9167	9167	25915	9167	9167	9167	25915	25915	2885	9167	2885	25915	25915	4767	25915	25915	4767	25915	25915	4767	25915	4767	8481	25915	4767	9167	25915	25915
4859	25239	25239	25239	25239	25239	4101	4101	25239	25239	25239	25239	25239	25239	25239	25239	25239	16587	4101	16587	25239	16587	25239	16587	16587	25239	25239	25239	4101	25239	25239
4860	15732	26769	15732	15732	15732	15732	15732	15732	15732	15732	7276	7276	7276	7276	15732	7276	26769	15732	15732	7276	15732	15732	15732	26769	15732	15732	7276	7276	7276	7276
4861	4000	5032	5032	5032	5032	4000	2885	4000	4000	5032	4000	5032	5032	2885	4000	4000	5032	5032	5032	5032	5032	5032	4000	23989	5032	23989	2885	5032	5032	23989
4862	18275	18275	18275	18275	18275	18275	18275	18275	18275	18275	2224	18275	18275	18275	18275	18275	18275	18275	18275	18275	18275	18275	18275	18275	18275	18275	18275	18275	18275	18275
4863	23299	23299	23266	23299	23266	23266	23266	23299	24250	23299	1818	16291	23299	23107	23299	23299	23299	23299	16291	23299	16291	16291	23299	23299	23266	23299	23299	23299	7917	16291
4864	3232	3232	24616	24616	24164	24616	24164	24616	24616	3232	3232	24616	24616	3155	3232	24616	24616	24616	24616	3155	8165	24616	3232	24616	24616	24616	24616	24616	24616	24616
4865	5032	5032	5032	21025	21025	5032	21025	5032	5032	5032	5032	5032	5032	5032	5032	5032	5032	5032	21025	5032	21025	5032	21025	5032	22503	21025	5032	21025	5032	12111
4866	14746	22918	14746	22918	22918	22918	14746	9725	9725	20744	14746	22918	9725	14746	9725	9725	22918	9725	9725	14746	9725	14746	9725	22918	22918	9725	9725	9725	13462	14746
4867	18727	18727	22424	18727	18727	18727	18727	18727	18727	18727	18727	22424	18727	8746	8746	22424	18727	18727	18727	4919	18727	18727	18727	8746	8746	18042	8746	8746	18727	18727
4868	12743	12743	12743	12743	12217	12743	12743	17081	12743	12743	12743	12743	12743	12217	12217	12743	12743	12743	12217	12743	12743	12217	12217	12217	12217	12743	12217	12217	12217	12743
4869	7628	7628	7628	7628	7628	7628	7628	7628	7628	7628	7628	7628	7628	7628	7628	7628	7628	7628	7628	7628	21569	7628	7628	7628	7628	7628	7628	7628	7628	7628
4870	926	926	926	926	926	926	926	926	5206	926	926	926	926	5206	926	926	926	926	5206	926	926	926	926	926	926	926	926	926	926	5206
4871	23299	23299	23299	23299	23299	23299	23299	23299	23299	23299	20364	20364	23597	8886	23299	20364	23299	23299	23299	23299	20364	20364	20364	20364	23299	23299	23299	23299	23299	23597
4872	20436	26769	20436	20436	20436	20436	20436	20436	20436	20436	20436	20436	20436	20436	20436	20436	22284	20436	20436	20436	20436	20436	20436	20436	20436	20436	20436	20436	20436	20436
4873	8886	8886	13019	13019	13019	13019	13019	13019	13019	13019	13019	13019	13019	13019	13019	14212	4945	13019	13019	13019	9426	13019	13019	13019	13019	13019	13019	13019	13019	13019
4874	8946	12743	12602	12602	12602	1777	5384	1777	5384	5384	1064	1064	5384	1777	5384	5384	12743	12602	8946	12602	5384	12602	12743	12743	5384	12743	1777	1777	1777	5384
4875	23299	23299	23299	23299	22918	23299	23299	23299	23299	23299	12911	23299	23299	23299	23299	23299	23299	23299	23299	22918	22918	12911	12911	23299	23299	23299	23299	23299	23299	23299
4876	23299	23299	23299	23299	26020	23299	26020	26020	23516	26020	26020	23299	26020	23516	23299	23299	23299	23299	26020	24976	26486	26020	26020	23299	26020	23299	23299	23299	23299	23299
4877	18736	18736	1064	1064	1064	1064	18736	21025	1064	25915	1064	1064	25915	25915	25915	21025	25915	25915	1064	25915	25915	21025	25915	1064	18736	25915	1064	1064	25915	25915
4878	15314	24164	24164	24164	24164	4000	24164	24164	4000	4000	4000	24164	24164	3753	4000	4000	24164	24164	24164	24164	24164	24164	24164	15314	4000	15314	24164	24164	24164	24164
4879	24603	26926	10655	10655	10655	10655	24603	10655	10655	10655	16674	26926	24603	24603	10655	10655	23700	10655	26926	26926	10655	11754	11754	10655	10655	11754	24603	11754	11754	11754
4880	8596	8596	8596	17656	17656	926	926	8596	17656	21767	17656	926	21767	17656	926	17656	8463	17656	17656	18580	27590	8596	21767	21767	8463	17656	8596	8596	8596	926
4881	14724	18171	5384	18171	18171	14724	5384	14724	5384	14724	5384	5384	5384	5384	18171	5384	18171	18171	14724	18171	14724	5384	14724	5384	14724	14724	18171	14724	14724	5384
4882	6203	6203	5680	23926	23926	6203	6203	6203	6203	6203	5680	6203	23926	6203	23926	23926	23926	6203	23926	6203	6203	23926	6203	6203	6203	6203	6203	6203	6203	6203
4883	18644	5855	5855	5855	5855	5855	5855	18644	18644	5855	18644	18644	18644	5855	18644	5855	9859	5855	5855	5855	5855	5855	5855	5965	5855	5855	18644	5855	5855	18644
4884	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	689	8893	8893	8893	8893
4885	2606	2606	2606	2606	5855	18727	2606	2606	18727	18727	5855	18727	2606	455	2606	2606	18727	5855	2606	2606	18727	5855	5855	5855	5855	2606	2606	5855	21837	18727
4886	6682	6682	6682	6682	6682	6682	6682	6682	6682	6682	6682	6682	6682	6682	6682	6682	24636	6682	6682	6682	9735	9735	6682	9735	6682	9735	9735	9735	6682	6682
4887	3552	7628	7628	3552	3552	7628	7628	7628	7628	3552	3552	3552	3552	12534	3552	3552	3552	7628	3552	15326	7628	3552	3552	7628	3552	3552	3552	3552	3552	3552
4888	15650	26300	15650	15650	15650	26300	15650	26300	26300	26300	26300	15650	26300	26300	26300	26300	26300	15650	15650	15650	15650	26300	15650	26300	15650	26300	26300	15650	15650	26300
4889	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	10864	25239	25239	10864	25239	10864	25239
4890	19525	19525	19525	19525	19525	1231	1231	19525	19525	19525	9725	1231	1231	16022	1231	1231	19525	9725	1231	1231	9725	9725	12230	12230	1231	1231	19525	19525	14859	19525
4891	5855	5855	5855	5855	5855	5855	5855	5855	5855	2162	5855	25132	25132	25132	5855	5855	5855	5855	5855	5855	25132	5855	9620	9620	5855	25132	5855	25132	5855	5855
4892	23299	23299	23299	23299	14040	23299	14040	14040	14040	23299	14040	23299	23299	23299	25612	23299	14040	14040	14040	23299	23299	14040	14040	14040	23299	14040	14040	23299	23299	14040
4893	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	7173	16092	16092	16092	16092	16092	7173	16092	16092	16092	16092
4894	16189	16189	16189	16189	16189	10788	16189	16189	16189	16189	20435	16189	16189	16189	16189	16189	16189	20435	20435	16189	16189	16189	16189	10788	10788	20435	16189	10788	16189	16189
4895	3476	8224	2767	24223	2767	2767	2767	2767	2767	2767	2767	2767	2767	8224	24223	24223	24223	2767	2767	24223	2767	2767	2767	2767	2767	2767	2767	2767	2767	24223
4896	6682	6682	6682	6682	6682	6682	6682	20189	18727	6682	6682	6682	18727	20189	18727	6682	18727	18727	12940	20189	18727	12940	20189	6682	12940	6682	18727	6682	6682	18727
4897	9708	9708	9708	9708	9708	18915	15633	15633	9708	9708	15633	15633	9708	9708	9708	9708	14514	15633	15633	18915	18915	15633	9708	18915	18915	9708	15633	15633	9708	9708
4898	25239	25239	25239	25239	25239	25239	25239	25612	25612	25239	25239	25239	24603	25239	25239	24603	1239	25239	25239	25239	25239	25915	25915	25915	25239	25239	25239	25612	25612	25915
4899	13673	13673	13673	13673	21025	21025	13673	13673	21025	21025	13673	21025	13673	21025	13673	13673	13673	13673	13673	21025	21025	21025	21025	21025	24677	21025	13673	13673	13673	21025
4900	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481
4901	12911	15905	15905	12911	12911	12911	12911	15905	12911	12911	12911	19447	12911	12911	19447	19447	12911	12911	12911	12911	15905	12911	12911	12911	12911	12911	12911	27048	12911	27048
4902	26509	26509	26509	14716	26509	26509	26509	26509	26509	26509	26509	26509	26509	26509	26509	26509	26509	26509	26509	26509	26509	26509	26509	26509	26509	26509	26509	14716	26509	14716
4903	24396	12339	12339	12339	12339	12339	12339	12339	12339	12339	12339	12339	12339	12339	12339	12339	10034	12339	24396	12339	24396	24396	12339	12339	12339	12339	12339	12339	12339	12339
4904	26020	26020	26020	26020	26020	26020	26020	26020	26020	16465	26020	16465	26020	16465	26020	26020	26020	26020	16465	16465	16465	26020	26020	26020	26020	16465	26020	26020	26020	26020
4905	8886	8886	8886	8886	8886	8886	8886	8886	137	2162	1096	137	5818	8886	8886	8886	137	8886	8886	8886	8886	1096	8886	137	8886	8886	8886	8886	5776	13518
4906	23730	5680	5680	5680	5680	5680	5680	6493	5680	11164	23730	5680	5680	11164	5680	11164	5680	5680	5680	5680	5680	5680	5680	5680	5680	11164	5680	5680	5680	5680
4907	14040	14040	14040	14040	14040	14040	14040	14040	14040	14040	7189	14040	25062	14040	14040	14040	14040	7189	14040	7189	14040	14040	24716	24716	14040	14040	14040	7189	14040	7189
4908	1064	1064	1064	1064	1064	1064	1064	1064	1064	1064	1064	1064	1064	25265	1064	1064	15437	1064	1064	1064	1064	1064	1064	1064	1064	1064	1064	1064	1064	1064
4909	8596	9275	9275	9275	8596	4000	24616	4000	4000	1064	8596	23814	8596	8596	1064	8596	9275	4000	9275	9275	24616	9275	8596	8596	9275	9275	9275	4000	9275	8596
4910	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	12911	8439	12911	12911	12911	8439	12911	12911	12911	12911	12911	12911	12911	12911	12911
4911	24415	1461	1461	1461	1461	1461	1461	1461	1461	1461	1461	1461	1461	21434	1461	1461	24415	1461	1461	24415	1461	1461	1461	1461	1461	24415	1461	1461	6055	1461
4912	18305	11895	14383	11895	11895	11895	27065	4919	4919	11895	14383	11895	11895	11895	11895	11895	11895	11895	11895	11895	4919	11895	11895	11895	11895	4919	11895	11895	11895	11895
4913	8886	8886	5206	8886	8886	8886	5206	8886	8886	8886	8886	8886	5206	16587	8886	26088	18727	8886	16587	8886	16587	16587	16587	16587	16587	16587	16587	16587	18727	18727
4914	13518	13518	13518	13518	13518	13518	13518	13518	13518	13518	13518	13518	13518	13518	9819	13518	13518	13518	13518	13518	6140	13518	13518	13518	13518	13518	13518	13518	13518	6140
4915	23299	23299	23299	23299	4000	23299	23299	23299	23299	4000	121	23299	23299	19719	121	4000	23681	23299	23299	23299	14871	23299	23299	23299	23299	23299	23299	23299	23299	23299
4916	26020	26020	26020	26020	26020	26020	26020	26020	26020	26020	26020	18736	26020	26020	18736	18736	17831	26020	26020	18736	16587	26020	26020	26020	26020	26020	3453	26020	26020	26020
4917	16092	16092	16092	16092	5470	26486	14176	16092	16092	16092	16092	16092	16092	16092	26486	16092	16092	16092	26020	3155	16092	16092	16092	16092	16092	16092	16092	16092	16092	26020
4918	14149	14149	14149	14149	14149	14149	14149	14149	14149	14149	14149	14149	14149	3558	14149	27656	24784	14149	14149	24784	14149	14149	14149	24784	14149	14149	14149	14149	3558	14149
4919	13673	13673	13673	13673	9254	9254	26118	13673	13673	13673	16687	13673	13673	26118	13673	13673	9254	13673	13673	13673	26118	26118	26118	13673	26118	9254	16809	13673	9254	26118
4920	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598	6598
4921	8946	8946	8946	8946	8946	8946	8946	8946	8946	8946	8946	8946	8946	8946	8946	8946	8946	8946	8946	8946	8946	12940	12940	8946	8946	8946	8946	8946	8946	8946
4922	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633	25633
4923	26300	26300	26300	26300	26300	26300	26300	8547	26300	8547	8547	7023	26300	18550	26300	26300	8547	8547	26300	8547	26300	26300	26300	12230	12230	26300	26300	7023	26300	26300
4924	6598	6598	9254	9254	9254	9254	6598	6598	9254	6598	9254	23671	9254	9254	9254	9254	9254	9254	9254	6598	24687	23671	6598	9254	6598	9254	9254	6598	9254	9254
4925	25109	20242	20242	25109	25109	20242	25109	20242	25109	20242	25109	25109	20242	20242	25109	25109	20242	25109	25109	25109	20242	25109	20242	25109	20242	20242	25109	20242	20242	25109
4926	23266	23266	23266	23266	23266	23266	9947	23266	11930	11930	23266	14992	23266	23266	9947	23266	4293	9947	23266	11930	23266	11930	23266	23266	9947	9947	9947	1777	9947	1777
4927	16470	16470	16470	16470	16470	16470	16470	21780	16470	16470	16470	16470	16470	16470	21780	16470	12743	16470	12743	12743	16470	16470	16470	12743	16470	16470	16470	16470	16470	16470
4928	16092	16092	16092	16092	16092	16092	16092	16092	26486	16092	16092	24784	24784	11924	16092	1846	16092	16092	16092	16092	4057	16092	16092	16092	16092	16092	16092	16092	1846	24784
4929	25132	25132	21311	21311	25132	25132	25132	25132	25132	25132	3355	25132	25132	21311	25132	11177	25132	25132	25132	25132	25132	25132	3355	25132	25132	25132	3355	25132	25132	25132
4930	6682	6682	6682	6682	18171	6682	6682	6682	6682	18171	6682	6682	6682	18171	6682	6682	6682	6682	18171	6682	6682	18171	18171	6682	6682	6682	18171	18171	18171	18171
4931	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	1742	25239	25239	11777	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239	25239
4932	12305	12305	12305	16924	12305	12305	16924	12305	16924	12305	16924	12305	12305	16924	12305	12305	12305	12305	12305	12305	1994	12305	12305	12305	12305	12305	12305	1994	1994	12305
4933	26705	26705	26705	26705	26705	26705	1275	26705	26705	26705	26705	26705	26705	26705	26705	26705	26705	26705	26705	26705	7917	13574	7917	26705	23814	26705	26705	13574	26705	7917
4934	8596	8596	8596	8596	8596	8596	23989	23989	8596	8596	8596	8596	8596	8596	3972	3972	3972	8596	8596	8596	3972	8596	8596	8596	8596	8596	8596	3972	8596	23989
4935	8547	8547	8547	8547	8547	8547	8547	8547	8547	8547	8547	8547	2649	616	8547	21101	8547	2649	21101	21101	2649	21101	21101	8547	21101	21101	21101	21101	21101	8547
4936	6682	6682	6682	6682	23671	8721	6682	6682	10655	11930	23671	23671	23671	8721	6682	6682	11930	6682	11930	6682	6682	23671	23671	10655	6682	6682	23671	11930	6682	6682
4937	12143	12143	12143	12143	12143	12143	12143	12143	12143	12143	12143	12143	12143	14864	12143	12143	12143	12143	12143	12143	12143	12143	12143	12143	12143	12143	12143	12143	12143	12143
4938	9167	9167	9167	9167	9167	9167	9167	9167	15713	9167	9167	9167	15713	15713	9167	9167	9167	9167	9167	15623	9167	15713	9167	15713	9167	9167	9167	9167	9167	9167
4939	8481	8481	8481	8481	8481	8481	8481	8481	5223	5223	8481	8481	8481	8481	8481	8481	18087	8481	8481	8481	8481	8481	8481	8481	8481	8481	8481	8481	8481	8481
4940	1777	17751	17751	17751	17751	15732	1777	17751	17751	17751	1777	1777	1777	1777	15732	17751	17751	21537	17751	17751	25032	1777	17751	17751	15732	15732	17751	17751	15732	1777
4941	23266	23266	23266	23516	23266	23266	23266	23266	23266	23266	23266	23266	23266	23266	23266	23266	23266	23266	23266	23266	9167	23266	23266	23266	23266	23266	23516	23266	23266	23266
4942	3311	3311	3311	3311	3311	3311	3311	3311	25778	25778	3311	26824	25810	3311	25778	3311	3311	3311	3311	3311	26824	26824	3311	25810	3311	3311	26824	3311	3311	25778
4943	7173	2155	16587	3392	15064	15064	15064	15064	16587	15064	2155	2155	16587	7173	16587	2155	2155	2155	7173	1818	16587	2155	2155	17494	7173	16587	16587	16587	7173	7173
4944	20357	20357	20357	20357	20357	20357	20357	20357	20357	25370	20357	20357	20357	20357	20357	20357	20357	20357	20357	25370	20357	20357	20357	20357	20357	20357	20357	20357	25370	20357
4945	23299	23299	23299	23299	23299	23299	23299	23299	23299	23299	23299	23299	23299	23299	23299	23299	23299	23299	23299	23299	24976	23299	23671	23299	23299	23299	23671	23299	23299	23299
4946	1845	20106	1845	20106	20106	20106	20106	1845	20106	1845	1845	20106	1845	7763	16386	20106	20106	20106	1845	16386	20106	1845	16386	16386	1845	1845	1845	16386	20106	1845
4947	20357	20357	20357	20357	20357	20357	20357	14724	20357	20357	20357	20357	20357	20357	20357	20357	23989	20357	20357	20357	23259	14724	20357	20357	20357	23989	20357	20357	20357	20357
